# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, cam_used[0], cam_used[1], level0_avg_total_rows
1618223076.475281477, 0.000000104, 0.000000142, 0.000000171, 0.000001344, 0.000001691, 0.000001992, 0.000000104, 0.000000142, 0.000000171, 0.000001344, 0.000001691, 0.000001992, 1, 1, 77.000000000
1618223076.508614302, 0.000000193, 0.000000297, 0.000000344, 0.000001352, 0.000001606, 0.000002142, 0.000000193, 0.000000297, 0.000000344, 0.000001352, 0.000001606, 0.000002142, 1, 1, 96.000000000
1618223076.575280190, 0.000000045, 0.000000105, 0.000000116, 0.000000825, 0.000001340, 0.000001879, 0.000000045, 0.000000105, 0.000000116, 0.000000825, 0.000001340, 0.000001879, 1, 1, 83.000000000
1618223076.641946077, 0.000000077, 0.000000088, 0.000000137, 0.000000708, 0.000001025, 0.000001691, 0.000000077, 0.000000088, 0.000000137, 0.000000708, 0.000001025, 0.000001691, 1, 1, 80.000000000
1618223076.675278902, 0.000000076, 0.000000106, 0.000000150, 0.000000998, 0.000001453, 0.000001805, 0.000000076, 0.000000106, 0.000000150, 0.000000998, 0.000001453, 0.000001805, 1, 1, 91.000000000
1618223076.708611727, 0.000000177, 0.000000294, 0.000000319, 0.000001151, 0.000001350, 0.000002051, 0.000000177, 0.000000294, 0.000000319, 0.000001151, 0.000001350, 0.000002051, 1, 1, 96.000000000
1618223076.741944790, 0.000000109, 0.000000201, 0.000000309, 0.000001382, 0.000001454, 0.000002167, 0.000000109, 0.000000201, 0.000000309, 0.000001382, 0.000001454, 0.000002167, 1, 1, 100.000000000
1618223076.808610439, 0.000000046, 0.000000088, 0.000000091, 0.000000742, 0.000001086, 0.000001728, 0.000000046, 0.000000088, 0.000000091, 0.000000742, 0.000001086, 0.000001728, 1, 1, 87.000000000
1618223076.841943502, 0.000000088, 0.000000175, 0.000000332, 0.000000990, 0.000001181, 0.000001957, 0.000000088, 0.000000175, 0.000000332, 0.000000990, 0.000001181, 0.000001957, 1, 1, 87.000000000
1618223076.875276327, 0.000000089, 0.000000123, 0.000000131, 0.000001303, 0.000001758, 0.000002020, 0.000000089, 0.000000123, 0.000000131, 0.000001303, 0.000001758, 0.000002020, 1, 1, 86.000000000
1618223076.908609390, 0.000000222, 0.000000308, 0.000000410, 0.000001537, 0.000001630, 0.000002335, 0.000000222, 0.000000308, 0.000000410, 0.000001537, 0.000001630, 0.000002335, 1, 1, 87.000000000
1618223076.941942215, 0.000000120, 0.000000199, 0.000000335, 0.000001580, 0.000001689, 0.000002274, 0.000000120, 0.000000199, 0.000000335, 0.000001580, 0.000001689, 0.000002274, 1, 1, 75.000000000
1618223077.008607864, 0.000000049, 0.000000086, 0.000000096, 0.000000759, 0.000001289, 0.000001618, 0.000000049, 0.000000086, 0.000000096, 0.000000759, 0.000001289, 0.000001618, 1, 1, 68.000000000
1618223077.041940928, 0.000000096, 0.000000184, 0.000000293, 0.000001000, 0.000001344, 0.000001833, 0.000000096, 0.000000184, 0.000000293, 0.000001000, 0.000001344, 0.000001833, 1, 1, 77.000000000
1618223077.075273752, 0.000000119, 0.000000138, 0.000000208, 0.000001297, 0.000001737, 0.000001935, 0.000000119, 0.000000138, 0.000000208, 0.000001297, 0.000001737, 0.000001935, 1, 1, 85.000000000
1618223077.108606577, 0.000000195, 0.000000265, 0.000000323, 0.000001441, 0.000001572, 0.000002252, 0.000000195, 0.000000265, 0.000000323, 0.000001441, 0.000001572, 0.000002252, 1, 1, 89.000000000
1618223077.175272465, 0.000000043, 0.000000124, 0.000000139, 0.000000823, 0.000001470, 0.000001872, 0.000000043, 0.000000124, 0.000000139, 0.000000823, 0.000001470, 0.000001872, 1, 1, 80.000000000
1618223077.208605289, 0.000000253, 0.000000329, 0.000000460, 0.000001151, 0.000001601, 0.000002341, 0.000000253, 0.000000329, 0.000000460, 0.000001151, 0.000001601, 0.000002341, 1, 1, 74.000000000
1618223077.241938353, 0.000000171, 0.000000289, 0.000000390, 0.000001498, 0.000001687, 0.000002342, 0.000000171, 0.000000289, 0.000000390, 0.000001498, 0.000001687, 0.000002342, 1, 1, 46.000000000
1618223077.275271177, 0.000000123, 0.000000209, 0.000000252, 0.000001941, 0.000002089, 0.000002222, 0.000000123, 0.000000209, 0.000000252, 0.000001941, 0.000002089, 0.000002222, 1, 1, 53.000000000
1618223077.308604240, 0.000000277, 0.000000417, 0.000000436, 0.000001773, 0.000002164, 0.000002616, 0.000000277, 0.000000417, 0.000000436, 0.000001773, 0.000002164, 0.000002616, 1, 1, 58.000000000
1618223077.341937065, 0.000000265, 0.000000295, 0.000000384, 0.000001836, 0.000002171, 0.000002631, 0.000000265, 0.000000295, 0.000000384, 0.000001836, 0.000002171, 0.000002631, 1, 1, 63.000000000
1618223077.408602715, 0.000000070, 0.000000127, 0.000000181, 0.000001225, 0.000001265, 0.000001995, 0.000000070, 0.000000127, 0.000000181, 0.000001225, 0.000001265, 0.000001995, 1, 1, 62.000000000
1618223077.441935778, 0.000000149, 0.000000240, 0.000000311, 0.000001393, 0.000001424, 0.000002154, 0.000000149, 0.000000240, 0.000000311, 0.000001393, 0.000001424, 0.000002154, 1, 1, 83.000000000
1618223077.475268841, 0.000000110, 0.000000182, 0.000000221, 0.000001655, 0.000001820, 0.000001956, 0.000000110, 0.000000182, 0.000000221, 0.000001655, 0.000001820, 0.000001956, 1, 1, 81.000000000
1618223077.508601665, 0.000000223, 0.000000246, 0.000000298, 0.000001446, 0.000001785, 0.000002188, 0.000000223, 0.000000246, 0.000000298, 0.000001446, 0.000001785, 0.000002188, 1, 1, 83.000000000
1618223077.541934490, 0.000000151, 0.000000226, 0.000000274, 0.000001493, 0.000001747, 0.000002249, 0.000000151, 0.000000226, 0.000000274, 0.000001493, 0.000001747, 0.000002249, 1, 1, 93.000000000
1618223077.641933441, 0.000000029, 0.000000053, 0.000000054, 0.000000461, 0.000000807, 0.000001225, 0.000000029, 0.000000053, 0.000000054, 0.000000461, 0.000000807, 0.000001225, 1, 1, 95.000000000
1618223077.675266504, 0.000000069, 0.000000150, 0.000000179, 0.000000754, 0.000001135, 0.000001382, 0.000000069, 0.000000150, 0.000000179, 0.000000754, 0.000001135, 0.000001382, 1, 1, 108.000000000
1618223077.708599329, 0.000000140, 0.000000200, 0.000000321, 0.000001072, 0.000001229, 0.000001624, 0.000000140, 0.000000200, 0.000000321, 0.000001072, 0.000001229, 0.000001624, 1, 1, 93.000000000
1618223077.741932392, 0.000000203, 0.000000254, 0.000000327, 0.000001539, 0.000001634, 0.000001954, 0.000000203, 0.000000254, 0.000000327, 0.000001539, 0.000001634, 0.000001954, 1, 1, 84.000000000
1618223077.775265217, 0.000000107, 0.000000179, 0.000000244, 0.000001838, 0.000001947, 0.000002141, 0.000000107, 0.000000179, 0.000000244, 0.000001838, 0.000001947, 0.000002141, 1, 0, 44.000000000
1618223077.841931105, 0.000000091, 0.000000165, 0.000000215, 0.000001039, 0.000001422, 0.000001867, 0.000000091, 0.000000165, 0.000000215, 0.000001039, 0.000001422, 0.000001867, 1, 1, 73.000000000
1618223077.875264168, 0.000000094, 0.000000156, 0.000000228, 0.000001339, 0.000001689, 0.000001854, 0.000000094, 0.000000156, 0.000000228, 0.000001339, 0.000001689, 0.000001854, 1, 1, 74.000000000
1618223077.908597231, 0.000000218, 0.000000265, 0.000000302, 0.000001376, 0.000001665, 0.000002135, 0.000000218, 0.000000265, 0.000000302, 0.000001376, 0.000001665, 0.000002135, 1, 1, 73.000000000
1618223077.941930056, 0.000000184, 0.000000286, 0.000000347, 0.000001594, 0.000001914, 0.000002308, 0.000000184, 0.000000286, 0.000000347, 0.000001594, 0.000001914, 0.000002308, 1, 1, 78.000000000
1618223078.041929007, 0.000000046, 0.000000078, 0.000000091, 0.000000690, 0.000001336, 0.000001390, 0.000000046, 0.000000078, 0.000000091, 0.000000690, 0.000001336, 0.000001390, 1, 1, 41.000000000
1618223078.075261831, 0.000000179, 0.000000247, 0.000000357, 0.000001130, 0.000001762, 0.000001904, 0.000000179, 0.000000247, 0.000000357, 0.000001130, 0.000001762, 0.000001904, 1, 1, 52.000000000
1618223078.108594894, 0.000000284, 0.000000343, 0.000000586, 0.000001668, 0.000001771, 0.000002310, 0.000000284, 0.000000343, 0.000000586, 0.000001668, 0.000001771, 0.000002310, 1, 1, 35.000000000
1618223078.175260782, 0.000000170, 0.000000238, 0.000000395, 0.000002105, 0.000002591, 0.000003192, 0.000000170, 0.000000238, 0.000000395, 0.000002105, 0.000002591, 0.000003192, 1, 1, 22.000000000
1618223078.208593607, 0.000000406, 0.000000462, 0.000000730, 0.000001863, 0.000002751, 0.000003477, 0.000000406, 0.000000462, 0.000000730, 0.000001863, 0.000002751, 0.000003477, 1, 1, 20.000000000
1618223078.241926670, 0.000000553, 0.000000631, 0.000000853, 0.000002533, 0.000003191, 0.000004111, 0.000000553, 0.000000631, 0.000000853, 0.000002533, 0.000003191, 0.000004111, 1, 1, 13.000000000
1618223078.275259733, 0.000000220, 0.000000259, 0.000000512, 0.000003191, 0.000003544, 0.000003953, 0.000000220, 0.000000259, 0.000000512, 0.000003191, 0.000003544, 0.000003953, 1, 1, 9.000000000
1618223078.308592558, 0.000000112, 0.000000294, 0.000000378, 0.000001896, 0.000002687, 0.000003332, 0.000000112, 0.000000294, 0.000000378, 0.000001896, 0.000002687, 0.000003332, 1, 1, 15.000000000
1618223078.341925621, 0.000000229, 0.000000351, 0.000000620, 0.000002031, 0.000002435, 0.000003523, 0.000000229, 0.000000351, 0.000000620, 0.000002031, 0.000002435, 0.000003523, 1, 1, 27.000000000
1618223078.441926718, 0.000000048, 0.000000072, 0.000000095, 0.000000633, 0.000001098, 0.000001910, 0.000000048, 0.000000072, 0.000000095, 0.000000633, 0.000001098, 0.000001910, 1, 1, 24.000000000
1618223078.475259542, 0.000000158, 0.000000217, 0.000000343, 0.000001058, 0.000001506, 0.000001961, 0.000000158, 0.000000217, 0.000000343, 0.000001058, 0.000001506, 0.000001961, 1, 1, 44.000000000
1618223078.508592606, 0.000000308, 0.000000338, 0.000000358, 0.000001626, 0.000001696, 0.000002554, 0.000000308, 0.000000338, 0.000000358, 0.000001626, 0.000001696, 0.000002554, 1, 1, 50.000000000
1618223078.541925669, 0.000000183, 0.000000309, 0.000000484, 0.000001897, 0.000002278, 0.000003276, 0.000000183, 0.000000309, 0.000000484, 0.000001897, 0.000002278, 0.000003276, 1, 1, 55.000000000
1618223078.575258732, 0.000000207, 0.000000297, 0.000000573, 0.000002621, 0.000003119, 0.000003484, 0.000000207, 0.000000297, 0.000000573, 0.000002621, 0.000003119, 0.000003484, 1, 0, 21.000000000
1618223078.641924620, 0.000000133, 0.000000198, 0.000000255, 0.000001561, 0.000001950, 0.000002870, 0.000000133, 0.000000198, 0.000000255, 0.000001561, 0.000001950, 0.000002870, 1, 1, 45.000000000
1618223078.675257444, 0.000000203, 0.000000239, 0.000000617, 0.000002065, 0.000002379, 0.000002559, 0.000000203, 0.000000239, 0.000000617, 0.000002065, 0.000002379, 0.000002559, 1, 1, 48.000000000
1618223078.708590269, 0.000000126, 0.000000339, 0.000000477, 0.000001849, 0.000002417, 0.000003121, 0.000000126, 0.000000339, 0.000000477, 0.000001849, 0.000002417, 0.000003121, 1, 1, 44.000000000
1618223078.775256157, 0.000000082, 0.000000155, 0.000000241, 0.000001256, 0.000002029, 0.000002382, 0.000000082, 0.000000155, 0.000000241, 0.000001256, 0.000002029, 0.000002382, 1, 1, 55.000000000
1618223078.808589220, 0.000000362, 0.000000432, 0.000000503, 0.000001669, 0.000002147, 0.000002932, 0.000000362, 0.000000432, 0.000000503, 0.000001669, 0.000002147, 0.000002932, 1, 1, 60.000000000
1618223078.841922045, 0.000000327, 0.000000356, 0.000000645, 0.000002109, 0.000002525, 0.000003386, 0.000000327, 0.000000356, 0.000000645, 0.000002109, 0.000002525, 0.000003386, 1, 1, 50.000000000
1618223078.875255108, 0.000000163, 0.000000180, 0.000000288, 0.000001875, 0.000002267, 0.000002803, 0.000000163, 0.000000180, 0.000000288, 0.000001875, 0.000002267, 0.000002803, 1, 1, 60.000000000
1618223078.908588171, 0.000000382, 0.000000502, 0.000000625, 0.000002226, 0.000002880, 0.000002945, 0.000000382, 0.000000502, 0.000000625, 0.000002226, 0.000002880, 0.000002945, 1, 1, 63.000000000
1618223078.941920996, 0.000000528, 0.000000544, 0.000000842, 0.000002716, 0.000003130, 0.000003383, 0.000000528, 0.000000544, 0.000000842, 0.000002716, 0.000003130, 0.000003383, 1, 1, 45.000000000
1618223079.008586884, 0.000000133, 0.000000141, 0.000000294, 0.000001634, 0.000002863, 0.000003296, 0.000000133, 0.000000141, 0.000000294, 0.000001634, 0.000002863, 0.000003296, 1, 1, 39.000000000
1618223079.041919947, 0.000000488, 0.000000604, 0.000000657, 0.000002365, 0.000002838, 0.000003614, 0.000000488, 0.000000604, 0.000000657, 0.000002365, 0.000002838, 0.000003614, 1, 1, 53.000000000
1618223079.075252771, 0.000000162, 0.000000209, 0.000000338, 0.000001669, 0.000003283, 0.000003297, 0.000000162, 0.000000209, 0.000000338, 0.000001669, 0.000003283, 0.000003297, 1, 1, 50.000000000
1618223079.108585835, 0.000000334, 0.000000538, 0.000000614, 0.000002223, 0.000002946, 0.000003630, 0.000000334, 0.000000538, 0.000000614, 0.000002223, 0.000002946, 0.000003630, 1, 1, 46.000000000
1618223079.175251722, 0.000000103, 0.000000174, 0.000000221, 0.000001942, 0.000002293, 0.000003052, 0.000000103, 0.000000174, 0.000000221, 0.000001942, 0.000002293, 0.000003052, 1, 1, 49.000000000
1618223079.208584547, 0.000000192, 0.000000294, 0.000000473, 0.000001874, 0.000002209, 0.000003045, 0.000000192, 0.000000294, 0.000000473, 0.000001874, 0.000002209, 0.000003045, 1, 1, 53.000000000
1618223079.241917610, 0.000000299, 0.000000481, 0.000000509, 0.000002265, 0.000002594, 0.000003326, 0.000000299, 0.000000481, 0.000000509, 0.000002265, 0.000002594, 0.000003326, 1, 1, 54.000000000
1618223079.275250673, 0.000000143, 0.000000170, 0.000000279, 0.000001871, 0.000002527, 0.000003030, 0.000000143, 0.000000170, 0.000000279, 0.000001871, 0.000002527, 0.000003030, 1, 1, 68.000000000
